,AC,ACLPP,ADefPES,AFwdPES,AGLPP,AMidPES,AOvrPES,APhyPES,AS,ASLPP,AST,ASTLPP,ASpdPES,AStreak,ATGDference,ATPts,AwayTeam,DiffCLPP,DiffDefPES,DiffFwdPES,DiffGDference,DiffGLPP,DiffMidPES,DiffOvrPES,DiffPhyPES,DiffPts,DiffSLPP,DiffSTLPP,DiffSpdPES,DiffStreak,FTAG,FTHG,FTR,HC,HCLPP,HDefPES,HFwdPES,HGLPP,HMidPES,HOvrPES,HPhyPES,HS,HSLPP,HST,HSTLPP,HSpdPES,HStreak,HTGDference,HTPts,HomeTeam,MW,Season
10,2.0,,0.8658536585365854,0.8414634146341463,,0.8607594936708861,0.8734177215189873,0.9506172839506173,3.0,,1.0,,0.95,,4.0,1.5,Blackpool,,0.38461538461538464,0.8666666666666667,-4.0,,0.5454545454545454,0.8,0.25,-1.0,,,1.0,,0.0,6.0,H,8.0,,0.926829268292683,1.0,,0.9367088607594937,0.9746835443037974,0.9629629629629629,26.0,,16.0,,1.0,,0.0,0.5,Arsenal,2,1011
11,12.0,,0.9146341463414634,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9876543209876543,7.0,,2.0,,0.95,,1.0,1.5,Blackburn,,0.15384615384615385,0.2,-1.0,,0.2727272727272727,0.2,-0.5,-1.0,,,0.25,,1.0,2.0,H,4.0,,0.9390243902439024,0.8902439024390244,,0.8987341772151899,0.9240506329113924,0.9629629629629629,10.0,,7.0,,0.9625,,0.0,0.5,Birmingham,2,1011
12,3.0,,0.8414634146341463,0.8414634146341463,,0.8987341772151899,0.8987341772151899,0.9629629629629629,9.0,,4.0,,0.95,,1.0,1.5,Wolves,,0.5384615384615384,0.0,-2.0,,0.0,0.1,0.25,-1.5,,,0.25,,1.0,1.0,D,3.0,,0.926829268292683,0.8414634146341463,,0.8987341772151899,0.9113924050632911,0.9753086419753086,14.0,,6.0,,0.9625,,-1.0,0.0,Everton,2,1011
13,2.0,,0.9634146341463414,0.9390243902439024,,1.0,1.0,0.9876543209876543,7.0,,6.0,,0.975,,0.0,0.5,Tottenham,,-0.6923076923076923,-0.3333333333333333,-1.0,,-0.8181818181818182,-0.8,0.25,-0.5,,,-0.5,,2.0,1.0,A,6.0,,0.8536585365853658,0.8780487804878049,,0.8860759493670886,0.8987341772151899,1.0,15.0,,10.0,,0.95,,-1.0,0.0,Stoke,2,1011
14,6.0,,0.9024390243902439,0.8780487804878049,,0.9240506329113924,0.9240506329113924,0.9629629629629629,10.0,,4.0,,0.9875,,0.0,0.5,Sunderland,,0.0,-0.26666666666666666,-6.0,,-0.18181818181818182,-0.1,0.25,-0.5,,,-0.25,,0.0,1.0,H,4.0,,0.9024390243902439,0.8292682926829268,,0.8987341772151899,0.9113924050632911,0.9753086419753086,11.0,,5.0,,0.975,,-6.0,0.0,West Brom,2,1011
15,5.0,,0.9146341463414634,0.8292682926829268,,0.9367088607594937,0.9113924050632911,0.9753086419753086,12.0,,8.0,,0.9625,,0.0,0.5,Bolton,,-0.23076923076923078,0.2,-3.0,,0.0,0.0,-0.25,-0.5,,,0.25,,3.0,1.0,A,8.0,,0.8780487804878049,0.8658536585365854,,0.9367088607594937,0.9113924050632911,0.9629629629629629,17.0,,10.0,,0.975,,-3.0,0.0,West Ham,2,1011
16,0.0,,1.0,0.926829268292683,,0.9620253164556962,0.9746835443037974,0.9753086419753086,10.0,,8.0,,0.975,,6.0,1.5,Chelsea,,-0.6923076923076923,-0.4,-10.0,,-0.7272727272727273,-0.6,-0.5,-1.5,,,-0.5,,6.0,0.0,A,0.0,,0.8902439024390244,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9506172839506173,17.0,,12.0,,0.95,,-4.0,0.0,Wigan,2,1011
17,11.0,,0.926829268292683,0.9512195121951219,,0.9873417721518988,0.9873417721518988,0.9753086419753086,14.0,,7.0,,0.975,,3.0,1.5,Man United,,0.0,-0.26666666666666666,-3.0,,-0.45454545454545453,-0.4,0.0,-1.0,,,-0.5,,2.0,2.0,D,5.0,,0.926829268292683,0.9024390243902439,,0.9240506329113924,0.9367088607594937,0.9753086419753086,16.0,,8.0,,0.95,,0.0,0.5,Fulham,2,1011
18,2.0,,0.8902439024390244,0.9390243902439024,,0.9113924050632911,0.9367088607594937,0.9629629629629629,3.0,,1.0,,0.9875,,3.0,1.5,Aston Villa,,0.3076923076923077,-0.6666666666666666,-6.0,,-0.09090909090909091,-0.3,0.0,-1.5,,,-0.5,,0.0,6.0,H,10.0,,0.9390243902439024,0.8170731707317073,,0.8987341772151899,0.8987341772151899,0.9629629629629629,20.0,,14.0,,0.9625,,-3.0,0.0,Newcastle,2,1011
19,4.0,,0.9024390243902439,0.8902439024390244,,0.9620253164556962,0.9493670886075949,0.9876543209876543,13.0,,7.0,,0.95,,0.0,0.5,Liverpool,,0.3076923076923077,0.4666666666666667,0.0,,-0.09090909090909091,0.2,0.25,0.0,,,0.75,,0.0,3.0,H,5.0,,0.9512195121951219,0.975609756097561,,0.9493670886075949,0.9746835443037974,1.0,8.0,,3.0,,0.9875,,0.0,0.5,Man City,2,1011
20,8.0,,0.926829268292683,1.0,,0.9367088607594937,0.9746835443037974,0.9629629629629629,14.0,,9.0,,1.0,,6.0,1.3333333333333333,Arsenal,,-0.07692307692307693,-0.8,-6.0,,-0.5454545454545454,-0.6,0.5,-0.3333333333333333,,,-1.0,,2.0,1.0,A,4.0,,0.9146341463414634,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9876543209876543,15.0,,7.0,,0.95,,0.0,1.0,Blackburn,3,1011
21,5.0,,0.926829268292683,0.9024390243902439,,0.9240506329113924,0.9367088607594937,0.9753086419753086,12.0,,7.0,,0.95,,0.0,0.6666666666666666,Fulham,,-0.38461538461538464,-0.3333333333333333,-2.0,,-0.45454545454545453,-0.5,-0.5,0.3333333333333333,,,0.0,,2.0,2.0,D,4.0,,0.8658536585365854,0.8414634146341463,,0.8607594936708861,0.8734177215189873,0.9506172839506173,14.0,,5.0,,0.95,,-2.0,1.0,Blackpool,3,1011
22,1.0,,0.8536585365853658,0.8780487804878049,,0.8860759493670886,0.8987341772151899,1.0,9.0,,3.0,,0.95,,-2.0,0.0,Stoke,,0.9230769230769231,0.26666666666666666,14.0,,0.5454545454545454,0.6,-0.5,2.0,,,0.5,,0.0,2.0,H,6.0,,1.0,0.926829268292683,,0.9620253164556962,0.9746835443037974,0.9753086419753086,15.0,,6.0,,0.975,,12.0,2.0,Chelsea,3,1011
23,3.0,,0.8780487804878049,0.8658536585365854,,0.9367088607594937,0.9113924050632911,0.9629629629629629,7.0,,2.0,,0.975,,-5.0,0.0,West Ham,,0.3076923076923077,0.4666666666666667,8.0,,0.36363636363636365,0.6,0.25,1.3333333333333333,,,0.0,,0.0,3.0,H,9.0,,0.926829268292683,0.9512195121951219,,0.9873417721518988,0.9873417721518988,0.9753086419753086,18.0,,11.0,,0.975,,3.0,1.3333333333333333,Man United,3,1011
24,7.0,,0.8902439024390244,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9506172839506173,13.0,,5.0,,0.95,,-10.0,0.0,Wigan,,0.46153846153846156,0.4666666666666667,11.0,,1.0,0.8,0.75,1.3333333333333333,,,0.5,,1.0,0.0,A,16.0,,0.9634146341463414,0.9390243902439024,,1.0,1.0,0.9876543209876543,12.0,,7.0,,0.975,,1.0,1.3333333333333333,Tottenham,3,1011
25,3.0,,0.9390243902439024,0.8170731707317073,,0.8987341772151899,0.8987341772151899,0.9629629629629629,11.0,,6.0,,0.9625,,3.0,1.0,Newcastle,,-0.6153846153846154,0.13333333333333333,-2.0,,0.0,0.0,0.0,0.3333333333333333,,,-0.25,,1.0,1.0,D,5.0,,0.8414634146341463,0.8414634146341463,,0.8987341772151899,0.8987341772151899,0.9629629629629629,5.0,,2.0,,0.95,,1.0,1.3333333333333333,Wolves,3,1011
26,16.0,,0.926829268292683,0.8414634146341463,,0.8987341772151899,0.9113924050632911,0.9753086419753086,15.0,,9.0,,0.9625,,-1.0,0.3333333333333333,Everton,,-0.23076923076923078,0.5333333333333333,-2.0,,0.09090909090909091,0.2,-0.25,0.6666666666666666,,,0.5,,0.0,1.0,H,4.0,,0.8902439024390244,0.9390243902439024,,0.9113924050632911,0.9367088607594937,0.9629629629629629,12.0,,6.0,,0.9875,,-3.0,1.0,Aston Villa,3,1011
27,1.0,,0.9390243902439024,0.8902439024390244,,0.8987341772151899,0.9240506329113924,0.9629629629629629,9.0,,5.0,,0.9625,,1.0,1.3333333333333333,Birmingham,,-0.15384615384615385,-0.3333333333333333,1.0,,0.2727272727272727,-0.1,0.25,0.0,,,0.0,,2.0,2.0,D,6.0,,0.9146341463414634,0.8292682926829268,,0.9367088607594937,0.9113924050632911,0.9753086419753086,11.0,,8.0,,0.9625,,2.0,1.3333333333333333,Bolton,3,1011
28,6.0,,0.9024390243902439,0.8292682926829268,,0.8987341772151899,0.9113924050632911,0.9753086419753086,14.0,,5.0,,0.975,,-5.0,1.0,West Brom,,0.0,0.3333333333333333,2.0,,0.45454545454545453,0.3,0.25,-0.6666666666666666,,,-0.5,,0.0,1.0,H,7.0,,0.9024390243902439,0.8902439024390244,,0.9620253164556962,0.9493670886075949,0.9876543209876543,11.0,,7.0,,0.95,,-3.0,0.3333333333333333,Liverpool,3,1011
29,7.0,,0.9512195121951219,0.975609756097561,,0.9493670886075949,0.9746835443037974,1.0,9.0,,7.0,,0.9875,,3.0,1.3333333333333333,Man City,,-0.3076923076923077,-0.5333333333333333,-4.0,,-0.18181818181818182,-0.4,-0.75,-1.0,,,0.0,,0.0,1.0,H,3.0,,0.9024390243902439,0.8780487804878049,,0.9240506329113924,0.9240506329113924,0.9629629629629629,12.0,,4.0,,0.9875,,-1.0,0.3333333333333333,Sunderland,3,1011
30,6.0,,0.9146341463414634,0.8292682926829268,,0.9367088607594937,0.9113924050632911,0.9753086419753086,7.0,,6.0,,0.9625,,2.0,1.25,Bolton,,0.07692307692307693,0.9333333333333333,5.0,,0.0,0.5,-0.25,0.5,,,0.75,,1.0,4.0,H,9.0,,0.926829268292683,1.0,,0.9367088607594937,0.9746835443037974,0.9629629629629629,23.0,,14.0,,1.0,,7.0,1.75,Arsenal,4,1011
31,5.0,,0.926829268292683,0.9512195121951219,,0.9873417721518988,0.9873417721518988,0.9753086419753086,13.0,,8.0,,0.975,,6.0,1.75,Man United,,0.0,-0.6,-8.0,,-0.6363636363636364,-0.6,0.0,-1.5,,,-0.25,,3.0,3.0,D,7.0,,0.926829268292683,0.8414634146341463,,0.8987341772151899,0.9113924050632911,0.9753086419753086,23.0,,14.0,,0.9625,,-2.0,0.25,Everton,4,1011
32,6.0,,0.8414634146341463,0.8414634146341463,,0.8987341772151899,0.8987341772151899,0.9629629629629629,4.0,,2.0,,0.95,,1.0,1.25,Wolves,,0.5384615384615384,0.3333333333333333,-1.0,,0.18181818181818182,0.3,0.25,-0.5,,,0.0,,1.0,2.0,H,6.0,,0.926829268292683,0.9024390243902439,,0.9240506329113924,0.9367088607594937,0.9753086419753086,13.0,,6.0,,0.95,,0.0,0.75,Fulham,4,1011
33,2.0,,0.9146341463414634,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9876543209876543,4.0,,2.0,,0.95,,-1.0,0.75,Blackburn,,0.23076923076923078,0.6666666666666666,3.0,,0.6363636363636364,0.6,0.25,0.25,,,0.75,,1.0,1.0,D,14.0,,0.9512195121951219,0.975609756097561,,0.9493670886075949,0.9746835443037974,1.0,20.0,,14.0,,0.9875,,2.0,1.0,Man City,4,1011
34,2.0,,0.8658536585365854,0.8414634146341463,,0.8607594936708861,0.8734177215189873,0.9506172839506173,7.0,,4.0,,0.95,,-2.0,1.0,Blackpool,,0.46153846153846156,-0.13333333333333333,5.0,,0.2727272727272727,0.2,0.25,0.0,,,0.25,,2.0,0.0,A,3.0,,0.9390243902439024,0.8170731707317073,,0.8987341772151899,0.8987341772151899,0.9629629629629629,16.0,,13.0,,0.9625,,3.0,1.0,Newcastle,4,1011
35,4.0,,0.9634146341463414,0.9390243902439024,,1.0,1.0,0.9876543209876543,16.0,,9.0,,0.975,,0.0,1.0,Tottenham,,-0.38461538461538464,-0.6,-6.0,,-0.7272727272727273,-0.7,-0.25,-0.25,,,0.0,,1.0,1.0,D,9.0,,0.9024390243902439,0.8292682926829268,,0.8987341772151899,0.9113924050632911,0.9753086419753086,15.0,,8.0,,0.975,,-6.0,0.75,West Brom,4,1011
36,5.0,,1.0,0.926829268292683,,0.9620253164556962,0.9746835443037974,0.9753086419753086,17.0,,9.0,,0.975,,14.0,2.25,Chelsea,,-0.7692307692307693,-0.3333333333333333,-22.0,,-0.18181818181818182,-0.5,-0.25,-2.25,,,0.0,,3.0,1.0,A,1.0,,0.8780487804878049,0.8658536585365854,,0.9367088607594937,0.9113924050632911,0.9629629629629629,13.0,,7.0,,0.975,,-8.0,0.0,West Ham,4,1011
37,1.0,,0.9024390243902439,0.8780487804878049,,0.9240506329113924,0.9240506329113924,0.9629629629629629,4.0,,2.0,,0.9875,,0.0,1.0,Sunderland,,-0.07692307692307693,-0.13333333333333333,-9.0,,-0.45454545454545453,-0.2,-0.25,-0.25,,,-0.75,,1.0,1.0,D,5.0,,0.8902439024390244,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9506172839506173,17.0,,4.0,,0.95,,-9.0,0.75,Wigan,4,1011
38,3.0,,0.9024390243902439,0.8902439024390244,,0.9620253164556962,0.9493670886075949,0.9876543209876543,14.0,,8.0,,0.95,,-2.0,1.0,Liverpool,,0.23076923076923078,0.0,3.0,,-0.45454545454545453,-0.2,-0.5,0.25,,,0.25,,0.0,0.0,D,4.0,,0.9390243902439024,0.8902439024390244,,0.8987341772151899,0.9240506329113924,0.9629629629629629,15.0,,3.0,,0.9625,,1.0,1.25,Birmingham,4,1011
39,7.0,,0.8902439024390244,0.9390243902439024,,0.9113924050632911,0.9367088607594937,0.9629629629629629,10.0,,6.0,,0.9875,,-2.0,1.5,Aston Villa,,-0.23076923076923078,-0.3333333333333333,-2.0,,-0.18181818181818182,-0.3,0.75,-1.5,,,-0.75,,1.0,2.0,H,8.0,,0.8536585365853658,0.8780487804878049,,0.8860759493670886,0.8987341772151899,1.0,20.0,,12.0,,0.95,,-4.0,0.0,Stoke,4,1011
40,4.0,,0.9146341463414634,0.8292682926829268,,0.9367088607594937,0.9113924050632911,0.9753086419753086,13.0,,7.0,,0.9625,,-1.0,1.0,Bolton,,-0.15384615384615385,0.6,-2.0,,-0.18181818181818182,0.2,-0.25,0.2,,,0.5,,1.0,1.0,D,8.0,,0.8902439024390244,0.9390243902439024,,0.9113924050632911,0.9367088607594937,0.9629629629629629,13.0,,6.0,,0.9875,,-3.0,1.2,Aston Villa,5,1011
41,3.0,,0.926829268292683,0.9024390243902439,,0.9240506329113924,0.9367088607594937,0.9753086419753086,9.0,,4.0,,0.95,,1.0,1.2,Fulham,,-0.07692307692307693,-0.26666666666666666,-2.0,,-0.45454545454545453,-0.3,0.25,-0.4,,,0.0,,1.0,1.0,D,3.0,,0.9146341463414634,0.8536585365853658,,0.8607594936708861,0.8987341772151899,0.9876543209876543,9.0,,5.0,,0.95,,-1.0,0.8,Blackburn,5,1011
42,6.0,,0.9390243902439024,0.8170731707317073,,0.8987341772151899,0.8987341772151899,0.9629629629629629,9.0,,4.0,,0.9625,,1.0,0.8,Newcastle,,-0.07692307692307693,0.13333333333333333,-3.0,,0.0,0.1,0.25,-0.4,,,0.0,,1.0,0.0,A,3.0,,0.926829268292683,0.8414634146341463,,0.8987341772151899,0.9113924050632911,0.9753086419753086,6.0,,3.0,,0.9625,,-2.0,0.4,Everton,5,1011
43,3.0,,0.8780487804878049,0.8658536585365854,,0.9367088607594937,0.9113924050632911,0.9629629629629629,13.0,,6.0,,0.975,,-10.0,0.0,West Ham,,-0.15384615384615385,0.06666666666666667,7.0,,-0.36363636363636365,-0.1,0.75,0.6,,,-0.5,,1.0,1.0,D,6.0,,0.8536585365853658,0.8780487804878049,,0.8860759493670886,0.8987341772151899,1.0,9.0,,3.0,,0.95,,-3.0,0.6,Stoke,5,1011
44,3.0,,0.926829268292683,1.0,,0.9367088607594937,0.9746835443037974,0.9629629629629629,16.0,,7.0,,1.0,,10.0,2.0,Arsenal,,-0.15384615384615385,-0.6666666666666666,-10.0,,-0.09090909090909091,-0.4,0.0,-1.0,,,-0.25,,1.0,1.0,D,11.0,,0.9024390243902439,0.8780487804878049,,0.9240506329113924,0.9240506329113924,0.9629629629629629,16.0,,5.0,,0.9875,,0.0,1.0,Sunderland,5,1011
