,AC,ACLPP,ADefPES,AFwdPES,AGLPP,AMidPES,AOvrPES,APhyPES,AS,ASLPP,AST,ASTLPP,ASpdPES,AStreak,ATGDference,ATPts,AwayTeam,DiffCLPP,DiffDefPES,DiffFwdPES,DiffGDference,DiffGLPP,DiffMidPES,DiffOvrPES,DiffPhyPES,DiffPts,DiffSLPP,DiffSTLPP,DiffSpdPES,DiffStreak,FTAG,FTHG,FTR,HC,HCLPP,HDefPES,HFwdPES,HGLPP,HMidPES,HOvrPES,HPhyPES,HS,HSLPP,HST,HSTLPP,HSpdPES,HStreak,HTGDference,HTPts,HomeTeam,MW,Season
767,3.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,9.0,,6.0,,0.9375,,0.0,0.0,Southampton,,1.0,0.6666666666666666,0.0,,0.6666666666666666,1.0,0.8571428571428571,0.0,,,0.8,,2.0,3.0,H,7.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,20.0,,15.0,,0.9875,,0.0,0.0,Man City,1,1213
768,1.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,5.0,,3.0,,0.975,,0.0,0.0,Chelsea,,-0.8333333333333334,-0.47619047619047616,0.0,,-0.8333333333333334,-0.8181818181818182,-0.2857142857142857,0.0,,,-0.4,,2.0,0.0,A,7.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,12.0,,4.0,,0.95,,0.0,0.0,Wigan,1,1213
769,8.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,12.0,,7.0,,0.975,,0.0,0.0,Man United,,-0.4166666666666667,-0.19047619047619047,0.0,,-0.6666666666666666,-0.6363636363636364,-0.14285714285714285,0.0,,,-0.2,,0.0,1.0,H,6.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,16.0,,7.0,,0.9625,,0.0,0.0,Everton,1,1213
770,5.0,,0.8823529411764706,0.7586206896551724,,0.8571428571428571,0.8674698795180723,0.9397590361445783,7.0,,5.0,,0.95,,0.0,0.5,Reading,,0.75,0.6190476190476191,2.0,,0.8333333333333334,0.9090909090909091,0.14285714285714285,1.0,,,0.4,,2.0,4.0,H,1.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,23.0,,11.0,,0.975,,2.0,1.5,Chelsea,2,1213
771,9.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,19.0,,11.0,,0.9625,,1.0,1.5,Everton,,-0.25,-0.047619047619047616,-2.0,,-0.25,-0.09090909090909091,-0.14285714285714285,-1.5,,,0.2,,3.0,1.0,A,1.0,,0.8705882352941177,0.8160919540229885,,0.8690476190476191,0.8795180722891566,0.927710843373494,7.0,,3.0,,0.975,,-1.0,0.0,Aston Villa,2,1213
772,3.0,,0.9176470588235294,0.7931034482758621,,0.9047619047619048,0.9156626506024096,0.9397590361445783,11.0,,5.0,,0.975,,1.0,1.5,Newcastle,,0.5,0.47619047619047616,1.0,,0.5,0.5454545454545454,0.14285714285714285,0.0,,,0.0,,0.0,2.0,H,2.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,11.0,,6.0,,0.975,,2.0,1.5,Chelsea,2,1213
773,8.0,,0.9176470588235294,0.8160919540229885,,0.9047619047619048,0.9156626506024096,0.9397590361445783,14.0,,11.0,,0.9625,,5.0,1.5,Fulham,,0.3333333333333333,0.23809523809523808,-6.0,,0.6666666666666666,0.45454545454545453,0.14285714285714285,-1.5,,,0.2,,2.0,3.0,H,8.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,20.0,,11.0,,0.975,,-1.0,0.0,Man United,2,1213
774,2.0,,0.9411764705882353,0.8735632183908046,,0.8809523809523809,0.9156626506024096,0.9518072289156626,6.0,,4.0,,1.0,,-5.0,0.0,QPR,,-0.5,-0.42857142857142855,0.0,,-0.08333333333333333,-0.2727272727272727,-0.2857142857142857,0.0,,,-0.8,,1.0,1.0,D,6.0,,0.8705882352941177,0.7701149425287356,,0.8690476190476191,0.8795180722891566,0.927710843373494,13.0,,4.0,,0.95,,-5.0,0.0,Norwich,2,1213
775,3.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,12.0,,8.0,,0.95,,-2.0,0.0,Wigan,,-0.08333333333333333,0.19047619047619047,1.0,,0.0,-0.09090909090909091,0.0,0.0,,,-0.2,,2.0,0.0,A,10.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,14.0,,9.0,,0.9375,,-1.0,0.0,Southampton,2,1213
776,4.0,,0.8588235294117647,0.8620689655172413,,0.8571428571428571,0.8674698795180723,0.9397590361445783,7.0,,6.0,,0.9625,,1.0,1.5,West Ham,,0.16666666666666666,-0.14285714285714285,4.0,,0.16666666666666666,0.09090909090909091,-0.2857142857142857,0.0,,,0.0,,0.0,3.0,H,5.0,,0.8823529411764706,0.8275862068965517,,0.8809523809523809,0.8795180722891566,0.9156626506024096,10.0,,7.0,,0.9625,,5.0,1.5,Swansea,2,1213
777,5.0,,0.8588235294117647,0.7586206896551724,,0.8690476190476191,0.8674698795180723,0.9397590361445783,10.0,,5.0,,0.9625,,3.0,1.5,West Brom,,0.6666666666666666,0.42857142857142855,-4.0,,0.6666666666666666,0.7272727272727273,0.2857142857142857,-1.5,,,0.6,,1.0,1.0,D,7.0,,0.9529411764705882,0.8620689655172413,,0.9642857142857143,0.963855421686747,0.963855421686747,18.0,,10.0,,1.0,,-1.0,0.0,Tottenham,2,1213
778,4.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,11.0,,5.0,,0.9875,,1.0,1.5,Man City,,-0.75,-0.6666666666666666,-4.0,,0.08333333333333333,-0.6363636363636364,-0.7142857142857143,-1.5,,,-0.4,,2.0,2.0,D,4.0,,0.8941176470588236,0.8390804597701149,,0.9642857142857143,0.9156626506024096,0.9397590361445783,15.0,,8.0,,0.9625,,-3.0,0.0,Liverpool,2,1213
779,11.0,,0.9647058823529412,0.9310344827586207,,0.9523809523809523,0.9759036144578314,0.9518072289156626,16.0,,6.0,,1.0,,0.0,0.5,Arsenal,,-0.5,-0.42857142857142855,0.0,,-0.3333333333333333,-0.5454545454545454,0.2857142857142857,0.0,,,-0.6,,0.0,0.0,D,0.0,,0.8941176470588236,0.8275862068965517,,0.9047619047619048,0.9036144578313253,0.9759036144578314,7.0,,4.0,,0.9625,,0.0,0.5,Stoke,2,1213
780,3.0,,0.9411764705882353,0.8735632183908046,,0.8809523809523809,0.9156626506024096,0.9518072289156626,9.0,,5.0,,1.0,,-5.0,0.3333333333333333,QPR,,0.4166666666666667,0.5238095238095238,6.0,,0.5,0.6363636363636364,0.5714285714285714,1.0,,,-0.2,,1.0,3.0,H,8.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,19.0,,12.0,,0.9875,,1.0,1.3333333333333333,Man City,3,1213
781,0.0,,0.8941176470588236,0.896551724137931,,0.9047619047619048,0.9036144578313253,0.9397590361445783,4.0,,3.0,,0.95,,0.0,0.6666666666666666,Sunderland,,-0.08333333333333333,-0.2857142857142857,8.0,,-0.16666666666666666,-0.18181818181818182,-0.2857142857142857,1.3333333333333333,,,0.2,,2.0,2.0,D,8.0,,0.8823529411764706,0.8275862068965517,,0.8809523809523809,0.8795180722891566,0.9156626506024096,14.0,,10.0,,0.9625,,8.0,2.0,Swansea,3,1213
782,2.0,,0.8705882352941177,0.7701149425287356,,0.8690476190476191,0.8795180722891566,0.927710843373494,10.0,,4.0,,0.95,,-5.0,0.3333333333333333,Norwich,,0.5833333333333334,0.38095238095238093,4.0,,0.6666666666666666,0.6363636363636364,0.42857142857142855,0.0,,,0.8,,1.0,1.0,D,4.0,,0.9529411764705882,0.8620689655172413,,0.9642857142857143,0.963855421686747,0.963855421686747,15.0,,9.0,,1.0,,-1.0,0.3333333333333333,Tottenham,3,1213
783,3.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,12.0,,5.0,,0.9625,,3.0,2.0,Everton,,-0.3333333333333333,-0.2857142857142857,0.0,,-0.25,-0.18181818181818182,0.0,-0.6666666666666666,,,0.0,,0.0,2.0,H,6.0,,0.8588235294117647,0.7586206896551724,,0.8690476190476191,0.8674698795180723,0.9397590361445783,14.0,,8.0,,0.9625,,3.0,1.3333333333333333,West Brom,3,1213
784,6.0,,0.9176470588235294,0.8160919540229885,,0.9047619047619048,0.9156626506024096,0.9397590361445783,14.0,,13.0,,0.9625,,4.0,1.0,Fulham,,-0.4166666666666667,0.19047619047619047,-6.0,,-0.3333333333333333,-0.36363636363636365,0.0,0.0,,,0.0,,0.0,3.0,H,6.0,,0.8588235294117647,0.8620689655172413,,0.8571428571428571,0.8674698795180723,0.9397590361445783,17.0,,12.0,,0.9625,,-2.0,1.0,West Ham,3,1213
785,1.0,,0.8941176470588236,0.8275862068965517,,0.9047619047619048,0.9036144578313253,0.9759036144578314,16.0,,8.0,,0.9625,,0.0,0.6666666666666666,Stoke,,-0.16666666666666666,-0.14285714285714285,0.0,,-0.3333333333333333,-0.18181818181818182,-0.5714285714285714,0.3333333333333333,,,-0.2,,2.0,2.0,D,2.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,9.0,,5.0,,0.95,,0.0,1.0,Wigan,3,1213
786,2.0,,0.9647058823529412,0.9310344827586207,,0.9523809523809523,0.9759036144578314,0.9518072289156626,11.0,,7.0,,1.0,,0.0,0.6666666666666666,Arsenal,,-0.5,-0.38095238095238093,-3.0,,0.08333333333333333,-0.45454545454545453,-0.14285714285714285,-0.3333333333333333,,,-0.6,,2.0,0.0,A,10.0,,0.8941176470588236,0.8390804597701149,,0.9642857142857143,0.9156626506024096,0.9397590361445783,17.0,,8.0,,0.9625,,-3.0,0.3333333333333333,Liverpool,3,1213
787,6.0,,0.8705882352941177,0.8160919540229885,,0.8690476190476191,0.8795180722891566,0.927710843373494,13.0,,9.0,,0.975,,-3.0,0.0,Aston Villa,,0.3333333333333333,-0.09523809523809523,2.0,,0.25,0.2727272727272727,0.14285714285714285,1.0,,,0.0,,1.0,1.0,D,10.0,,0.9176470588235294,0.7931034482758621,,0.9047619047619048,0.9156626506024096,0.9397590361445783,16.0,,6.0,,0.975,,-1.0,1.0,Newcastle,3,1213
788,7.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,18.0,,9.0,,0.975,,0.0,1.0,Man United,,-0.75,-0.14285714285714285,-3.0,,-1.0,-0.8181818181818182,-0.2857142857142857,-1.0,,,-0.6,,3.0,2.0,A,4.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,15.0,,8.0,,0.9375,,-3.0,0.0,Southampton,3,1213
789,3.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,9.0,,4.0,,0.9375,,-3.0,0.0,Southampton,,0.75,0.38095238095238093,3.0,,0.6666666666666666,0.8181818181818182,0.2857142857142857,0.6666666666666666,,,1.0,,1.0,6.0,H,8.0,,0.9647058823529412,0.9310344827586207,,0.9523809523809523,0.9759036144578314,0.9518072289156626,20.0,,12.0,,1.0,,0.0,0.6666666666666666,Arsenal,3,1213
790,5.0,,0.8823529411764706,0.8275862068965517,,0.8809523809523809,0.8795180722891566,0.9156626506024096,10.0,,5.0,,0.9625,,8.0,1.75,Swansea,,-0.08333333333333333,-0.047619047619047616,-11.0,,-0.08333333333333333,0.0,0.14285714285714285,-1.5,,,0.2,,0.0,2.0,H,11.0,,0.8705882352941177,0.8160919540229885,,0.8690476190476191,0.8795180722891566,0.927710843373494,17.0,,13.0,,0.975,,-3.0,0.25,Aston Villa,4,1213
791,4.0,,0.8588235294117647,0.7586206896551724,,0.8690476190476191,0.8674698795180723,0.9397590361445783,10.0,,8.0,,0.9625,,5.0,1.75,West Brom,,0.4166666666666667,0.23809523809523808,-4.0,,0.25,0.36363636363636365,0.0,-1.0,,,0.0,,0.0,3.0,H,5.0,,0.9176470588235294,0.8160919540229885,,0.9047619047619048,0.9156626506024096,0.9397590361445783,23.0,,14.0,,0.9625,,1.0,0.75,Fulham,4,1213
792,5.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,8.0,,4.0,,0.95,,0.0,1.0,Wigan,,0.6666666666666666,0.3333333333333333,1.0,,1.0,0.7272727272727273,0.2857142857142857,0.5,,,0.4,,0.0,4.0,H,5.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,17.0,,10.0,,0.975,,1.0,1.5,Man United,4,1213
793,5.0,,0.8588235294117647,0.8620689655172413,,0.8571428571428571,0.8674698795180723,0.9397590361445783,9.0,,4.0,,0.9625,,1.0,1.5,West Ham,,0.08333333333333333,-0.38095238095238093,-6.0,,0.08333333333333333,0.09090909090909091,-0.14285714285714285,-1.0,,,-0.2,,0.0,0.0,D,8.0,,0.8705882352941177,0.7701149425287356,,0.8690476190476191,0.8795180722891566,0.927710843373494,20.0,,14.0,,0.95,,-5.0,0.5,Norwich,4,1213
794,4.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,13.0,,9.0,,0.975,,6.0,2.25,Chelsea,,-0.3333333333333333,-0.14285714285714285,-13.0,,-0.6666666666666666,-0.5454545454545454,0.0,-2.0,,,0.4,,0.0,0.0,D,2.0,,0.9411764705882353,0.8735632183908046,,0.8809523809523809,0.9156626506024096,0.9518072289156626,10.0,,6.0,,1.0,,-7.0,0.25,QPR,4,1213
795,5.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,15.0,,11.0,,0.9875,,3.0,1.75,Man City,,-0.75,-0.7142857142857143,-3.0,,-0.3333333333333333,-0.7272727272727273,-0.2857142857142857,-1.0,,,-0.4,,1.0,1.0,D,6.0,,0.8941176470588236,0.8275862068965517,,0.9047619047619048,0.9036144578313253,0.9759036144578314,4.0,,3.0,,0.9625,,0.0,0.75,Stoke,4,1213
796,7.0,,0.8941176470588236,0.8390804597701149,,0.9642857142857143,0.9156626506024096,0.9397590361445783,20.0,,9.0,,0.9625,,-5.0,0.25,Liverpool,,0.0,0.23809523809523808,5.0,,-0.4166666666666667,-0.09090909090909091,0.0,0.5,,,-0.2,,1.0,1.0,D,2.0,,0.8941176470588236,0.896551724137931,,0.9047619047619048,0.9036144578313253,0.9397590361445783,6.0,,4.0,,0.95,,0.0,0.75,Sunderland,4,1213
797,4.0,,0.9529411764705882,0.8620689655172413,,0.9642857142857143,0.963855421686747,0.963855421686747,22.0,,11.0,,1.0,,-1.0,0.5,Tottenham,,-0.5,-0.42857142857142855,-3.0,,-0.75,-0.7272727272727273,-0.2857142857142857,-0.25,,,-0.8,,3.0,1.0,A,7.0,,0.8823529411764706,0.7586206896551724,,0.8571428571428571,0.8674698795180723,0.9397590361445783,4.0,,2.0,,0.95,,-4.0,0.25,Reading,4,1213
798,3.0,,0.9176470588235294,0.7931034482758621,,0.9047619047619048,0.9156626506024096,0.9397590361445783,11.0,,7.0,,0.975,,-1.0,1.0,Newcastle,,-0.08333333333333333,0.14285714285714285,2.0,,0.0,-0.18181818181818182,0.0,0.5,,,-0.2,,2.0,2.0,D,3.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,17.0,,10.0,,0.9625,,1.0,1.5,Everton,4,1213
799,3.0,,0.8941176470588236,0.8275862068965517,,0.9047619047619048,0.9036144578313253,0.9759036144578314,13.0,,6.0,,0.9625,,0.0,0.75,Stoke,,0.6666666666666666,0.3333333333333333,6.0,,0.5,0.6363636363636364,-0.2857142857142857,1.5,,,0.2,,0.0,1.0,H,13.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,17.0,,9.0,,0.975,,6.0,2.25,Chelsea,4,1213
800,4.0,,0.8705882352941177,0.8160919540229885,,0.8690476190476191,0.8795180722891566,0.927710843373494,8.0,,2.0,,0.975,,-1.0,0.8,Aston Villa,,-0.08333333333333333,0.09523809523809523,-8.0,,-0.08333333333333333,-0.09090909090909091,0.0,-0.8,,,-0.6,,1.0,4.0,H,1.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,12.0,,4.0,,0.9375,,-9.0,0.0,Southampton,5,1213
801,3.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,30.0,,19.0,,0.9625,,1.0,1.4,Everton,,-0.16666666666666666,0.0,5.0,,-0.16666666666666666,-0.09090909090909091,-0.2857142857142857,0.0,,,0.0,,3.0,0.0,A,8.0,,0.8823529411764706,0.8275862068965517,,0.8809523809523809,0.8795180722891566,0.9156626506024096,18.0,,11.0,,0.9625,,6.0,1.4,Swansea,5,1213
802,1.0,,0.8823529411764706,0.7586206896551724,,0.8571428571428571,0.8674698795180723,0.9397590361445783,8.0,,1.0,,0.95,,-5.0,0.2,Reading,,-0.16666666666666666,0.0,7.0,,0.08333333333333333,0.0,0.0,1.2,,,0.2,,0.0,1.0,H,9.0,,0.8588235294117647,0.7586206896551724,,0.8690476190476191,0.8674698795180723,0.9397590361445783,9.0,,4.0,,0.9625,,2.0,1.4,West Brom,5,1213
803,1.0,,0.8941176470588236,0.896551724137931,,0.9047619047619048,0.9036144578313253,0.9397590361445783,4.0,,2.0,,0.95,,0.0,0.8,Sunderland,,-0.25,-0.14285714285714285,1.0,,-0.3333333333333333,-0.2727272727272727,0.0,0.6,,,0.2,,1.0,1.0,D,10.0,,0.8588235294117647,0.8620689655172413,,0.8571428571428571,0.8674698795180723,0.9397590361445783,20.0,,11.0,,0.9625,,1.0,1.4,West Ham,5,1213
804,7.0,,0.9176470588235294,0.8160919540229885,,0.9047619047619048,0.9156626506024096,0.9397590361445783,12.0,,9.0,,0.9625,,4.0,1.2,Fulham,,-0.3333333333333333,-0.09523809523809523,-8.0,,-0.3333333333333333,-0.2727272727272727,-0.14285714285714285,-0.4,,,-0.2,,2.0,1.0,A,8.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,18.0,,9.0,,0.95,,-4.0,0.8,Wigan,5,1213
805,3.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,8.0,,4.0,,0.975,,5.0,1.8,Man United,,-0.5,-0.14285714285714285,-10.0,,-0.25,-0.45454545454545453,-0.14285714285714285,-1.4,,,-0.2,,2.0,1.0,A,7.0,,0.8941176470588236,0.8390804597701149,,0.9642857142857143,0.9156626506024096,0.9397590361445783,13.0,,8.0,,0.9625,,-5.0,0.4,Liverpool,5,1213
806,4.0,,0.9647058823529412,0.9310344827586207,,0.9523809523809523,0.9759036144578314,0.9518072289156626,10.0,,4.0,,1.0,,7.0,1.6,Arsenal,,0.25,0.2857142857142857,-4.0,,0.0,0.18181818181818182,0.5714285714285714,0.0,,,-0.2,,1.0,1.0,D,9.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,14.0,,10.0,,0.9875,,3.0,1.6,Man City,5,1213
807,5.0,,0.8705882352941177,0.7701149425287356,,0.8690476190476191,0.8795180722891566,0.927710843373494,8.0,,3.0,,0.95,,-5.0,0.6,Norwich,,0.3333333333333333,0.09523809523809523,4.0,,0.25,0.2727272727272727,0.14285714285714285,0.4,,,0.4,,0.0,1.0,H,4.0,,0.9176470588235294,0.7931034482758621,,0.9047619047619048,0.9156626506024096,0.9397590361445783,16.0,,8.0,,0.975,,-1.0,1.0,Newcastle,5,1213
808,9.0,,0.9411764705882353,0.8735632183908046,,0.8809523809523809,0.9156626506024096,0.9518072289156626,9.0,,6.0,,1.0,,-7.0,0.4,QPR,,0.08333333333333333,-0.047619047619047616,8.0,,0.5833333333333334,0.36363636363636365,0.14285714285714285,0.6,,,0.0,,1.0,2.0,H,10.0,,0.9529411764705882,0.8620689655172413,,0.9642857142857143,0.963855421686747,0.963855421686747,18.0,,14.0,,1.0,,1.0,1.0,Tottenham,5,1213
809,5.0,,0.9882352941176471,0.9080459770114943,,0.9761904761904762,0.9879518072289156,0.9518072289156626,10.0,,5.0,,0.975,,6.0,2.0,Chelsea,,-0.16666666666666666,0.09523809523809523,1.0,,-0.16666666666666666,-0.09090909090909091,0.0,-0.4,,,0.4,,2.0,1.0,A,6.0,,0.9647058823529412,0.9310344827586207,,0.9523809523809523,0.9759036144578314,0.9518072289156626,14.0,,5.0,,1.0,,7.0,1.6,Arsenal,5,1213
810,3.0,,0.8588235294117647,0.8390804597701149,,0.8571428571428571,0.8674698795180723,0.927710843373494,8.0,,2.0,,0.9375,,-6.0,0.5,Southampton,,0.3333333333333333,-0.047619047619047616,10.0,,0.3333333333333333,0.18181818181818182,0.14285714285714285,1.1666666666666667,,,0.4,,1.0,3.0,H,10.0,,0.9058823529411765,0.8275862068965517,,0.9047619047619048,0.891566265060241,0.9397590361445783,17.0,,9.0,,0.9625,,4.0,1.6666666666666667,Everton,6,1213
811,4.0,,1.0,1.0,,0.9523809523809523,1.0,1.0,21.0,,12.0,,0.9875,,3.0,1.5,Man City,,-0.5833333333333334,-0.7619047619047619,2.0,,-0.3333333333333333,-0.6363636363636364,-0.7142857142857143,0.0,,,-0.4,,2.0,1.0,A,2.0,,0.9176470588235294,0.8160919540229885,,0.9047619047619048,0.9156626506024096,0.9397590361445783,7.0,,3.0,,0.9625,,5.0,1.5,Fulham,6,1213
812,5.0,,0.9529411764705882,0.8620689655172413,,0.9642857142857143,0.963855421686747,0.963855421686747,10.0,,6.0,,1.0,,2.0,1.3333333333333333,Tottenham,,0.08333333333333333,0.047619047619047616,4.0,,0.25,0.09090909090909091,-0.14285714285714285,0.6666666666666666,,,-0.4,,3.0,2.0,A,9.0,,0.9647058823529412,0.8735632183908046,,1.0,0.9759036144578314,0.9518072289156626,15.0,,8.0,,0.975,,6.0,2.0,Man United,6,1213
813,5.0,,0.8941176470588236,0.8390804597701149,,0.9642857142857143,0.9156626506024096,0.9397590361445783,10.0,,6.0,,0.9625,,-6.0,0.3333333333333333,Liverpool,,-0.16666666666666666,-0.2857142857142857,0.0,,-0.6666666666666666,-0.2727272727272727,-0.14285714285714285,0.16666666666666666,,,-0.2,,5.0,2.0,A,5.0,,0.8705882352941177,0.7701149425287356,,0.8690476190476191,0.8795180722891566,0.927710843373494,10.0,,7.0,,0.95,,-6.0,0.5,Norwich,6,1213
814,3.0,,0.9176470588235294,0.7931034482758621,,0.9047619047619048,0.9156626506024096,0.9397590361445783,8.0,,3.0,,0.975,,0.0,1.3333333333333333,Newcastle,,-0.25,-0.14285714285714285,-5.0,,-0.3333333333333333,-0.36363636363636365,0.0,-1.0,,,-0.4,,2.0,2.0,D,6.0,,0.8823529411764706,0.7586206896551724,,0.8571428571428571,0.8674698795180723,0.9397590361445783,14.0,,7.0,,0.95,,-5.0,0.3333333333333333,Reading,6,1213
815,8.0,,0.8823529411764706,0.8275862068965517,,0.8809523809523809,0.8795180722891566,0.9156626506024096,8.0,,0.0,,0.9625,,3.0,1.1666666666666667,Swansea,,0.08333333333333333,0.0,-4.0,,0.16666666666666666,0.18181818181818182,0.7142857142857143,-0.5,,,0.0,,0.0,2.0,H,6.0,,0.8941176470588236,0.8275862068965517,,0.9047619047619048,0.9036144578313253,0.9759036144578314,10.0,,5.0,,0.9625,,-1.0,0.6666666666666666,Stoke,6,1213
816,1.0,,0.8705882352941177,0.7931034482758621,,0.8571428571428571,0.8795180722891566,0.927710843373494,8.0,,3.0,,0.95,,-5.0,0.6666666666666666,Wigan,,0.16666666666666666,0.42857142857142855,6.0,,0.3333333333333333,0.18181818181818182,0.14285714285714285,0.5,,,0.0,,0.0,1.0,H,8.0,,0.8941176470588236,0.896551724137931,,0.9047619047619048,0.9036144578313253,0.9397590361445783,11.0,,6.0,,0.95,,1.0,1.1666666666666667,Sunderland,6,1213
817,4.0,,0.8588235294117647,0.7586206896551724,,0.8690476190476191,0.8674698795180723,0.9397590361445783,14.0,,7.0,,0.9625,,3.0,1.6666666666666667,West Brom,,0.08333333333333333,0.23809523809523808,-7.0,,0.0,0.09090909090909091,-0.14285714285714285,-1.0,,,0.2,,1.0,1.0,D,11.0,,0.8705882352941177,0.8160919540229885,,0.8690476190476191,0.8795180722891566,0.927710843373494,19.0,,8.0,,0.975,,-4.0,0.6666666666666666,Aston Villa,6,1213
818,13.0,,0.8588235294117647,0.8620689655172413,,0.8571428571428571,0.8674698795180723,0.9397590361445783,17.0,,10.0,,0.9625,,1.0,1.3333333333333333,West Ham,,0.5833333333333334,0.047619047619047616,-9.0,,0.16666666666666666,0.36363636363636365,0.14285714285714285,-1.0,,,0.6,,2.0,1.0,A,4.0,,0.9411764705882353,0.8735632183908046,,0.8809523809523809,0.9156626506024096,0.9518072289156626,13.0,,9.0,,1.0,,-8.0,0.3333333333333333,QPR,6,1213
819,2.0,4.833333333333333,0.8705882352941177,0.7701149425287356,0.6666666666666666,0.8690476190476191,0.8795180722891566,0.927710843373494,7.0,14.166666666666666,4.0,5.666666666666667,0.95,0.16666666666666666,-6.0,0.5,Norwich,-0.5,0.8333333333333334,0.5714285714285714,13.0,1.1666666666666665,0.75,0.8181818181818182,0.2857142857142857,1.6666666666666667,0.3333333333333339,1.5,0.4,0.7222222222222222,1.0,4.0,H,10.0,4.333333333333333,0.9882352941176471,0.9080459770114943,1.8333333333333333,0.9761904761904762,0.9879518072289156,0.9518072289156626,20.0,14.5,13.0,7.166666666666667,0.975,0.8888888888888888,7.0,2.1666666666666665,Chelsea,6,1213
820,4.0,,0.8941176470588236,0.896551724137931,,0.9047619047619048,0.9036144578313253,0.9397590361445783,8.0,,6.0,,0.95,,-2.0,1.0,Sunderland,,0.75,0.42857142857142855,6.0,,0.3333333333333333,0.7272727272727273,0.7142857142857143,0.7142857142857143,,,0.6,,0.0,3.0,H,15.0,6.166666666666667,1.0,1.0,2.0,0.9523809523809523,1.0,1.0,26.0,13.166666666666666,16.0,10.833333333333334,0.9875,0.6666666666666666,4.0,1.7142857142857142,Man City,7,1213
821,3.0,,0.8823529411764706,0.7586206896551724,,0.8571428571428571,0.8674698795180723,0.9397590361445783,8.0,,6.0,,0.95,,-5.0,0.42857142857142855,Reading,,0.0,0.2857142857142857,6.0,,0.16666666666666666,0.09090909090909091,-0.2857142857142857,0.5714285714285714,,,0.2,,2.0,2.0,D,11.0,6.166666666666667,0.8823529411764706,0.8275862068965517,1.6666666666666667,0.8809523809523809,0.8795180722891566,0.9156626506024096,25.0,14.833333333333334,16.0,6.833333333333333,0.9625,0.3888888888888889,1.0,1.0,Swansea,7,1213
822,5.0,4.166666666666667,0.9411764705882353,0.8735632183908046,0.6666666666666666,0.8809523809523809,0.9156626506024096,0.9518072289156626,13.0,15.5,6.0,6.833333333333333,1.0,0.1111111111111111,-9.0,0.2857142857142857,QPR,1.666666666666666,-0.5833333333333334,-0.47619047619047616,12.0,0.6666666666666666,-0.08333333333333333,-0.36363636363636365,-0.14285714285714285,1.2857142857142858,0.8333333333333321,0.16666666666666696,-0.6,0.5,2.0,3.0,H,2.0,5.833333333333333,0.8588235294117647,0.7586206896551724,1.3333333333333333,0.8690476190476191,0.8674698795180723,0.9397590361445783,13.0,16.333333333333332,8.0,7.0,0.9625,0.6111111111111112,3.0,1.5714285714285714,West Brom,7,1213
